screen,target_text,profile,status,raw_response,x_pred,y_pred,x_min,y_min,x_max,y_max,score,trials,trial_scores,parse_method,prompt_mode,tree_rows_sent,coord_space,image_sent_size
dialer,ABC,elder_text_heavy,co_present,"[381, 853]",539,1207,505,1187,574,1231,1,1,1,bracket,vision,0,,763x1568
dialer,3,elder_text_heavy,co_present,"[632, 799]",894,1130,870,1083,914,1187,1,1,1,bracket,vision,0,,763x1568
dialer,DEF,elder_text_heavy,co_present,"[632, 853]",894,1207,861,1187,924,1231,1,1,1,bracket,vision,0,,763x1568
dialer,4,elder_text_heavy,co_present,"[132, 932]",186,1318,163,1274,210,1378,1,1,1,bracket,vision,0,,763x1568
dialer,GHI,elder_text_heavy,co_present,"[132, 989]",186,1399,157,1378,216,1422,1,1,1,bracket,vision,0,,763x1568
dialer,5,elder_text_heavy,co_present,"[381, 935]",539,1323,516,1274,562,1378,1,1,1,bracket,vision,0,,763x1568
dialer,JKL,elder_text_heavy,co_present,"[381, 989]",539,1399,510,1378,569,1422,1,1,1,bracket,vision,0,,763x1568
dialer,6,elder_text_heavy,co_present,"[632, 951]",894,1345,869,1274,915,1378,1,1,1,bracket,vision,0,,763x1568
dialer,MNO,elder_text_heavy,co_present,"[632, 989]",894,1399,852,1378,933,1422,1,1,1,bracket,vision,0,,763x1568
dialer,7,elder_text_heavy,co_present,"[132, 1068]",186,1511,166,1466,208,1570,1,1,1,bracket,vision,0,,763x1568
dialer,PQRS,elder_text_heavy,co_present,"[132, 1124]",186,1590,142,1570,232,1614,1,1,1,bracket,vision,0,,763x1568
dialer,8,elder_text_heavy,co_present,"[381, 1072]",539,1517,517,1466,562,1570,1,1,1,bracket,vision,0,,763x1568
dialer,TUV,elder_text_heavy,co_present,"[381, 1124]",539,1590,507,1570,573,1614,1,1,1,bracket,vision,0,,763x1568
dialer,9,elder_text_heavy,co_present,"[632, 1068]",894,1511,869,1466,915,1570,1,1,1,bracket,vision,0,,763x1568
dialer,WXYZ,elder_text_heavy,co_present,"[630, 1124]",891,1590,846,1570,939,1614,1,1,1,bracket,vision,0,,763x1568
dialer,∗,elder_text_heavy,co_present,"[132, 1212]",186,1715,168,1654,206,1766,1,1,1,bracket,vision,0,,763x1568
dialer,0,elder_text_heavy,co_present,"[381, 1207]",539,1708,512,1658,567,1762,1,1,1,bracket,vision,0,,763x1568
dialer,+,elder_text_heavy,co_present,"[381, 1263]",539,1787,529,1762,549,1806,1,1,1,bracket,vision,0,,763x1568
dialer,#,elder_text_heavy,co_present,"[632, 1212]",894,1715,865,1658,921,1762,1,1,1,bracket,vision,0,,763x1568
dialer,Call,elder_text_heavy,co_present,"[383, 1363]",542,1928,400,1857,681,2004,1,1,1,bracket,vision,0,,763x1568
dialer,Home,elder_text_heavy,co_present,"[127, 1504]",179,2128,118,2147,241,2203,1,1,1,bracket,vision,0,,763x1568
dialer,Keypad,elder_text_heavy,co_present,"[381, 1496]",539,2117,461,2147,618,2203,0,1,0,bracket,vision,0,,763x1568
dialer,Voicemail,elder_text_heavy,co_present,"[638, 1497]",902,2118,800,2147,1000,2203,0,1,0,bracket,vision,0,,763x1568
dialer,Phone Number,elder_zoom_heavy,co_present,"[355, 551]",497,771,168,690,912,855,1,1,1,bracket,vision,0,,771x1568
dialer,1,elder_zoom_heavy,co_present,"[134, 706]",187,988,168,911,207,1029,1,1,1,bracket,vision,0,,771x1568
dialer,2,elder_zoom_heavy,co_present,"[386, 697]",540,976,514,916,564,1034,1,1,1,bracket,vision,0,,771x1568
dialer,ABC,elder_zoom_heavy,co_present,"[386, 755]",540,1057,500,1034,579,1085,1,1,1,bracket,vision,0,,771x1568
dialer,3,elder_zoom_heavy,co_present,"[638, 706]",893,988,866,916,916,1034,1,1,1,bracket,vision,0,,771x1568
dialer,DEF,elder_zoom_heavy,co_present,"[638, 755]",893,1057,855,1034,928,1085,1,1,1,bracket,vision,0,,771x1568
dialer,4,elder_zoom_heavy,co_present,"[134, 851]",187,1191,160,1135,214,1253,1,1,1,bracket,vision,0,,771x1568
dialer,GHI,elder_zoom_heavy,co_present,"[134, 911]",187,1275,154,1253,221,1304,1,1,1,bracket,vision,0,,771x1568
dialer,5,elder_zoom_heavy,co_present,"[386, 851]",540,1191,514,1135,566,1253,1,1,1,bracket,vision,0,,771x1568
dialer,JKL,elder_zoom_heavy,co_present,"[386, 911]",540,1275,506,1253,574,1304,1,1,1,bracket,vision,0,,771x1568
dialer,6,elder_zoom_heavy,co_present,"[638, 851]",893,1191,865,1135,918,1253,1,1,1,bracket,vision,0,,771x1568
dialer,MNO,elder_zoom_heavy,co_present,"[638, 911]",893,1275,845,1253,938,1304,1,1,1,bracket,vision,0,,771x1568
dialer,7,elder_zoom_heavy,co_present,"[134, 1007]",187,1410,163,1354,211,1472,1,1,1,bracket,vision,0,,771x1568
dialer,PQRS,elder_zoom_heavy,co_present,"[134, 1068]",187,1495,136,1472,239,1523,1,1,1,bracket,vision,0,,771x1568
dialer,8,elder_zoom_heavy,co_present,"[386, 1007]",540,1410,514,1354,565,1472,1,1,1,bracket,vision,0,,771x1568
dialer,TUV,elder_zoom_heavy,co_present,"[386, 1068]",540,1495,502,1472,577,1523,1,1,1,bracket,vision,0,,771x1568
dialer,9,elder_zoom_heavy,co_present,"[638, 1025]",893,1435,865,1354,918,1472,1,1,1,bracket,vision,0,,771x1568
dialer,WXYZ,elder_zoom_heavy,co_present,"[638, 1068]",893,1495,839,1472,945,1523,1,1,1,bracket,vision,0,,771x1568
dialer,∗,elder_zoom_heavy,co_present,"[134, 1181]",187,1654,166,1568,209,1696,1,1,1,bracket,vision,0,,771x1568
dialer,0,elder_zoom_heavy,co_present,"[386, 1163]",540,1628,508,1573,571,1691,1,1,1,bracket,vision,0,,771x1568
dialer,+,elder_zoom_heavy,co_present,"[386, 1228]",540,1719,528,1691,551,1742,1,1,1,bracket,vision,0,,771x1568
dialer,#,elder_zoom_heavy,co_present,"[638, 1186]",893,1661,860,1573,924,1691,1,1,1,bracket,vision,0,,771x1568
dialer,Call,elder_zoom_heavy,co_present,"[386, 1344]",540,1882,396,1800,684,1968,1,1,1,bracket,vision,0,,771x1568
dialer,Home,elder_zoom_heavy,co_present,"[128, 1516]",179,2123,129,2130,230,2178,1,1,1,bracket,vision,0,,771x1568
dialer,Keypad,elder_zoom_heavy,co_present,"[386, 1537]",540,2152,475,2130,605,2178,1,1,1,bracket,vision,0,,771x1568
dialer,Voicemail,elder_zoom_heavy,co_present,"[644, 1516]",901,2123,817,2130,982,2178,1,1,1,bracket,vision,0,,771x1568
dialer,Phone Number,elder_combo_max,co_present,"[389, 437]",540,606,182,518,898,697,1,1,1,bracket,vision,0,,778x1568
dialer,1,elder_combo_max,co_present,"[136, 591]",188,820,167,758,209,885,1,1,1,bracket,vision,0,,778x1568
dialer,2,elder_combo_max,co_present,"[391, 591]",542,820,513,764,566,891,1,1,1,bracket,vision,0,,778x1568
dialer,ABC,elder_combo_max,co_present,"[390, 659]",541,915,497,891,582,945,1,1,1,bracket,vision,0,,778x1568
dialer,3,elder_combo_max,co_present,"[641, 611]",890,848,863,764,917,891,1,1,1,bracket,vision,0,,778x1568
dialer,DEF,elder_combo_max,co_present,"[641, 659]",890,915,851,891,930,945,1,1,1,bracket,vision,0,,778x1568
dialer,4,elder_combo_max,co_present,"[136, 781]",188,1084,159,1001,217,1128,1,1,1,bracket,vision,0,,778x1568
dialer,GHI,elder_combo_max,co_present,"[136, 830]",188,1152,152,1128,225,1182,1,1,1,bracket,vision,0,,778x1568
dialer,5,elder_combo_max,co_present,"[391, 763]",542,1059,511,1001,567,1128,1,1,1,bracket,vision,0,,778x1568
dialer,JKL,elder_combo_max,co_present,"[390, 831]",541,1153,503,1128,575,1182,1,1,1,bracket,vision,0,,778x1568
dialer,6,elder_combo_max,co_present,"[641, 784]",890,1088,862,1001,919,1128,1,1,1,bracket,vision,0,,778x1568
dialer,MNO,elder_combo_max,co_present,"[641, 831]",890,1153,841,1128,940,1182,1,1,1,bracket,vision,0,,778x1568
dialer,7,elder_combo_max,co_present,"[136, 951]",188,1320,162,1238,214,1365,1,1,1,bracket,vision,0,,778x1568
dialer,PQRS,elder_combo_max,co_present,"[136, 1001]",188,1389,133,1365,244,1419,1,1,1,bracket,vision,0,,778x1568
dialer,8,elder_combo_max,co_present,"[391, 955]",542,1325,511,1238,566,1365,1,1,1,bracket,vision,0,,778x1568
dialer,TUV,elder_combo_max,co_present,"[390, 1001]",541,1389,499,1365,579,1419,1,1,1,bracket,vision,0,,778x1568
dialer,9,elder_combo_max,co_present,"[641, 931]",890,1292,862,1238,919,1365,1,1,1,bracket,vision,0,,778x1568
dialer,WXYZ,elder_combo_max,co_present,"[641, 1001]",890,1389,834,1365,947,1419,1,1,1,bracket,vision,0,,778x1568
dialer,∗,elder_combo_max,co_present,"[136, 1112]",188,1543,165,1470,212,1608,1,1,1,bracket,vision,0,,778x1568
dialer,0,elder_combo_max,co_present,"[391, 1107]",542,1537,506,1475,573,1602,1,1,1,bracket,vision,0,,778x1568
dialer,+,elder_combo_max,co_present,"[390, 1175]",541,1631,527,1602,552,1656,1,1,1,bracket,vision,0,,778x1568
dialer,#,elder_combo_max,co_present,"[644, 1107]",894,1537,856,1475,925,1602,1,1,1,bracket,vision,0,,778x1568
dialer,Call,elder_combo_max,co_present,"[389, 1303]",540,1809,360,1721,720,1903,1,1,1,bracket,vision,0,,778x1568
dialer,Home,elder_combo_max,co_present,"[130, 1511]",180,2097,93,2079,266,2157,1,1,1,bracket,vision,0,,778x1568
dialer,Keypad,elder_combo_max,co_present,"[389, 1484]",540,2060,429,2079,651,2157,0,1,0,bracket,vision,0,,778x1568
dialer,Voicemail,elder_combo_max,co_present,"[648, 1499]",899,2081,757,2079,1042,2157,1,1,1,bracket,vision,0,,778x1568
dialer,Phone Number,elder_combo_mid,co_present,"[385, 537]",539,752,168,671,912,836,1,1,1,bracket,vision,0,,771x1568
dialer,1,elder_combo_mid,co_present,"[136, 676]",190,946,168,892,207,1010,1,1,1,bracket,vision,0,,771x1568
dialer,2,elder_combo_mid,co_present,"[386, 697]",540,976,514,897,564,1015,1,1,1,bracket,vision,0,,771x1568
dialer,ABC,elder_combo_mid,co_present,"[386, 741]",540,1037,500,1015,579,1066,1,1,1,bracket,vision,0,,771x1568
dialer,3,elder_combo_mid,co_present,"[638, 700]",893,980,866,897,916,1015,1,1,1,bracket,vision,0,,771x1568
dialer,DEF,elder_combo_mid,co_present,"[638, 741]",893,1037,855,1015,928,1066,1,1,1,bracket,vision,0,,771x1568
dialer,4,elder_combo_mid,co_present,"[136, 851]",190,1191,160,1116,214,1234,1,1,1,bracket,vision,0,,771x1568
dialer,GHI,elder_combo_mid,co_present,"[134, 899]",187,1259,154,1234,221,1285,1,1,1,bracket,vision,0,,771x1568
dialer,5,elder_combo_mid,co_present,"[386, 856]",540,1198,514,1116,566,1234,1,1,1,bracket,vision,0,,771x1568
dialer,JKL,elder_combo_mid,co_present,"[386, 899]",540,1259,506,1234,574,1285,1,1,1,bracket,vision,0,,771x1568
dialer,6,elder_combo_mid,co_present,"[638, 855]",893,1197,865,1116,918,1234,1,1,1,bracket,vision,0,,771x1568
dialer,MNO,elder_combo_mid,co_present,"[638, 899]",893,1259,845,1234,938,1285,1,1,1,bracket,vision,0,,771x1568
dialer,7,elder_combo_mid,co_present,"[135, 1013]",189,1418,163,1335,211,1453,1,1,1,bracket,vision,0,,771x1568
dialer,PQRS,elder_combo_mid,co_present,"[135, 1085]",189,1519,136,1453,239,1504,1,1,1,bracket,vision,0,,771x1568
dialer,8,elder_combo_mid,co_present,"[390, 1015]",546,1421,514,1335,565,1453,1,1,1,bracket,vision,0,,771x1568
dialer,TUV,elder_combo_mid,co_present,"[386, 1085]",540,1519,502,1453,577,1504,1,1,1,bracket,vision,0,,771x1568
dialer,9,elder_combo_mid,co_present,"[638, 1015]",893,1421,865,1335,918,1453,1,1,1,bracket,vision,0,,771x1568
dialer,WXYZ,elder_combo_mid,co_present,"[638, 1085]",893,1519,839,1453,945,1504,1,1,1,bracket,vision,0,,771x1568
dialer,∗,elder_combo_mid,co_present,"[134, 1171]",187,1640,166,1549,209,1677,1,1,1,bracket,vision,0,,771x1568
dialer,0,elder_combo_mid,co_present,"[386, 1171]",540,1640,508,1554,571,1672,1,1,1,bracket,vision,0,,771x1568
dialer,+,elder_combo_mid,co_present,"[386, 1214]",540,1700,528,1672,551,1723,1,1,1,bracket,vision,0,,771x1568
dialer,#,elder_combo_mid,co_present,"[638, 1171]",893,1640,860,1554,924,1672,1,1,1,bracket,vision,0,,771x1568
dialer,Call,elder_combo_mid,co_present,"[422, 1331]",591,1864,377,1781,704,1949,1,1,1,bracket,vision,0,,771x1568
dialer,Home,elder_combo_mid,co_present,"[128, 1530]",179,2142,104,2111,255,2178,1,1,1,bracket,vision,0,,771x1568
dialer,Keypad,elder_combo_mid,co_present,"[386, 1484]",540,2078,443,2111,637,2178,0,1,0,bracket,vision,0,,771x1568
dialer,Voicemail,elder_combo_mid,co_present,"[644, 1484]",901,2078,776,2111,1024,2178,0,1,0,bracket,vision,0,,771x1568
