screen,target_text,profile,status,raw_response,x_pred,y_pred,x_min,y_min,x_max,y_max,score,trials,trial_scores,parse_method,prompt_mode,tree_rows_sent,coord_space
contacts,All contacts,elder_combo_mid,co_present,"[339, 271]",339,271,162,241,527,336,1,1,1,bracket,tree,66,
contacts,Your info,elder_combo_mid,co_present,"[355, 442]",355,442,252,444,470,516,1,1,1,bracket,tree,68,
contacts,No contacts yet,elder_combo_mid,co_present,"[508, 1444]",508,1444,242,1493,839,1605,0,1,0,bracket,tree,68,
contacts,Contacts,elder_combo_mid,co_present,"[160, 2140]",160,2140,63,2111,297,2178,1,1,1,bracket,tree,65,
contacts,Highlights,elder_combo_mid,co_present,"[543, 2088]",543,2088,409,2111,671,2178,0,1,0,bracket,tree,64,
contacts,Organize,elder_combo_mid,co_present,"[898, 2134]",898,2134,784,2111,1016,2178,1,1,1,bracket,tree,65,
contacts,All contacts,colorblind_deuteranomaly,co_present,"[216, 230]",216,230,142,226,342,279,1,1,1,bracket,tree,66,
contacts,Your info,colorblind_deuteranomaly,co_present,"[269, 379]",269,379,221,389,346,431,1,1,1,bracket,tree,68,
contacts,No contacts yet,colorblind_deuteranomaly,co_present,"[496, 1372]",496,1372,317,1446,763,1530,0,1,0,bracket,tree,68,
contacts,Contacts,colorblind_deuteranomaly,co_present,"[179, 2164]",179,2164,110,2161,248,2203,1,1,1,bracket,tree,65,
contacts,Highlights,colorblind_deuteranomaly,co_present,"[512, 2018]",512,2018,463,2161,616,2203,0,1,0,bracket,tree,63,
contacts,Organize,colorblind_deuteranomaly,co_present,"[896, 2168]",896,2168,831,2161,968,2203,1,1,1,bracket,tree,65,
dialer,Phone Number,baseline,co_present,"[540, 250]",540,250,147,900,933,1044,0,1,0,bracket,tree,89,
dialer,1,baseline,co_present,"[175, 1082]",175,1082,169,1093,203,1197,1,1,1,bracket,tree,92,
dialer,2,baseline,co_present,"[540, 1145]",540,1145,518,1097,561,1201,1,1,1,bracket,tree,91,
dialer,ABC,baseline,co_present,"[539, 1127]",539,1127,505,1201,574,1245,0,1,0,bracket,tree,92,
dialer,3,baseline,co_present,"[829, 1057]",829,1057,870,1097,914,1201,0,1,0,bracket,tree,92,
dialer,DEF,baseline,co_present,"[893, 1129]",893,1129,861,1201,924,1245,0,1,0,bracket,tree,93,
dialer,4,baseline,co_present,"[187, 1363]",187,1363,163,1288,210,1392,1,1,1,bracket,tree,92,
dialer,GHI,baseline,co_present,"[177, 1304]",177,1304,157,1392,216,1436,0,1,0,bracket,tree,93,
dialer,5,baseline,co_present,"[540, 1363]",540,1363,516,1288,562,1392,1,1,1,bracket,tree,91,
dialer,JKL,baseline,co_present,"[540, 1306]",540,1306,510,1392,569,1436,0,1,0,bracket,tree,89,
dialer,6,baseline,co_present,"[892, 1340]",892,1340,869,1288,915,1392,1,1,1,bracket,tree,92,
dialer,MNO,baseline,co_present,"[893, 1414]",893,1414,852,1392,933,1436,1,1,1,bracket,tree,93,
dialer,7,baseline,co_present,"[172, 1409]",172,1409,166,1480,208,1584,0,1,0,bracket,tree,92,
dialer,PQRS,baseline,co_present,"[186, 1488]",186,1488,142,1584,232,1628,0,1,0,bracket,tree,93,
dialer,8,baseline,co_present,"[540, 1417]",540,1417,517,1480,562,1584,0,1,0,bracket,tree,83,
dialer,TUV,baseline,co_present,"[540, 1493]",540,1493,507,1584,573,1628,0,1,0,bracket,tree,92,
dialer,9,baseline,co_present,"[893, 1554]",893,1554,869,1480,915,1584,1,1,1,bracket,tree,92,
dialer,WXYZ,baseline,co_present,"[893, 1495]",893,1495,846,1584,939,1628,0,1,0,bracket,tree,93,
dialer,∗,baseline,co_present,"[176, 1597]",176,1597,168,1668,206,1780,0,1,0,bracket,tree,93,
dialer,0,baseline,co_present,"[505, 1590]",505,1590,512,1672,567,1776,0,1,0,bracket,tree,91,
dialer,+,baseline,co_present,"[540, 1661]",540,1661,529,1776,549,1820,0,1,0,bracket,tree,92,
dialer,#,baseline,co_present,"[893, 1747]",893,1747,865,1672,921,1776,1,1,1,bracket,tree,93,
dialer,Call,baseline,co_present,"[553, 1794]",553,1794,414,1871,666,2018,0,1,0,bracket,tree,94,
dialer,Home,baseline,co_present,"[170, 2210]",170,2210,135,2161,224,2203,1,1,1,bracket,tree,92,
dialer,Keypad,baseline,co_present,"[540, 2173]",540,2173,481,2161,597,2203,1,1,1,bracket,tree,90,
dialer,Voicemail,baseline,co_present,"[900, 2182]",900,2182,826,2161,972,2203,1,1,1,bracket,tree,92,
dialer,Phone Number,elder_text_heavy,co_present,"[540, 460]",540,460,147,886,933,1030,0,1,0,bracket,tree,89,
dialer,1,elder_text_heavy,co_present,"[171, 1041]",171,1041,169,1079,203,1183,0,1,0,bracket,tree,92,
dialer,2,elder_text_heavy,co_present,"[540, 1157]",540,1157,518,1083,561,1187,1,1,1,bracket,tree,91,
dialer,ABC,elder_text_heavy,co_present,"[506, 1118]",506,1118,505,1187,574,1231,0,1,0,bracket,tree,92,
dialer,3,elder_text_heavy,co_present,"[826, 1048]",826,1048,870,1083,914,1187,0,1,0,bracket,tree,92,
dialer,DEF,elder_text_heavy,co_present,"[883, 1117]",883,1117,861,1187,924,1231,0,1,0,bracket,tree,93,
dialer,4,elder_text_heavy,co_present,"[173, 1223]",173,1223,163,1274,210,1378,0,1,0,bracket,tree,92,
dialer,GHI,elder_text_heavy,co_present,"[171, 1290]",171,1290,157,1378,216,1422,0,1,0,bracket,tree,93,
dialer,5,elder_text_heavy,co_present,"[540, 1349]",540,1349,516,1274,562,1378,1,1,1,bracket,tree,91,
dialer,JKL,elder_text_heavy,co_present,"[505, 1293]",505,1293,510,1378,569,1422,0,1,0,bracket,tree,89,
dialer,6,elder_text_heavy,co_present,"[893, 1157]",893,1157,869,1274,915,1378,0,1,0,bracket,tree,92,
dialer,MNO,elder_text_heavy,co_present,"[828, 1292]",828,1292,852,1378,933,1422,0,1,0,bracket,tree,93,
dialer,7,elder_text_heavy,co_present,"[169, 1403]",169,1403,166,1466,208,1570,0,1,0,bracket,tree,92,
dialer,PQRS,elder_text_heavy,co_present,"[187, 1471]",187,1471,142,1570,232,1614,0,1,0,bracket,tree,93,
dialer,8,elder_text_heavy,co_present,"[540, 1541]",540,1541,517,1466,562,1570,1,1,1,bracket,tree,83,
dialer,TUV,elder_text_heavy,co_present,"[510, 1471]",510,1471,507,1570,573,1614,0,1,0,bracket,tree,92,
dialer,9,elder_text_heavy,co_present,"[892, 1518]",892,1518,869,1466,915,1570,1,1,1,bracket,tree,92,
dialer,WXYZ,elder_text_heavy,co_present,"[893, 1480]",893,1480,846,1570,939,1614,0,1,0,bracket,tree,93,
dialer,∗,elder_text_heavy,co_present,"[174, 1579]",174,1579,168,1654,206,1766,0,1,0,bracket,tree,93,
dialer,0,elder_text_heavy,co_present,"[540, 1577]",540,1577,512,1658,567,1762,0,1,0,bracket,tree,91,
dialer,+,elder_text_heavy,co_present,"[505, 1649]",505,1649,529,1762,549,1806,0,1,0,bracket,tree,92,
dialer,#,elder_text_heavy,co_present,"[893, 1733]",893,1733,865,1658,921,1762,1,1,1,bracket,tree,93,
dialer,Call,elder_text_heavy,co_present,"[568, 1784]",568,1784,400,1857,681,2004,0,1,0,bracket,tree,94,
dialer,Home,elder_text_heavy,co_present,"[171, 2008]",171,2008,118,2147,241,2203,0,1,0,bracket,tree,92,
dialer,Keypad,elder_text_heavy,co_present,"[540, 2011]",540,2011,461,2147,618,2203,0,1,0,bracket,tree,90,
dialer,Voicemail,elder_text_heavy,co_present,"[899, 2012]",899,2012,800,2147,1000,2203,0,1,0,bracket,tree,92,
dialer,Phone Number,elder_zoom_heavy,co_present,"[540, 270]",540,270,168,690,912,855,0,1,0,bracket,tree,93,
dialer,1,elder_zoom_heavy,co_present,"[175, 904]",175,904,168,911,207,1029,1,1,1,bracket,tree,93,
dialer,2,elder_zoom_heavy,co_present,"[540, 930]",540,930,514,916,564,1034,1,1,1,bracket,tree,88,
dialer,ABC,elder_zoom_heavy,co_present,"[532, 988]",532,988,500,1034,579,1085,0,1,0,bracket,tree,95,
dialer,3,elder_zoom_heavy,co_present,"[892, 1001]",892,1001,866,916,916,1034,1,1,1,bracket,tree,93,
dialer,DEF,elder_zoom_heavy,co_present,"[842, 988]",842,988,855,1034,928,1085,0,1,0,bracket,tree,95,
dialer,4,elder_zoom_heavy,co_present,"[175, 1120]",175,1120,160,1135,214,1253,1,1,1,bracket,tree,93,
dialer,GHI,elder_zoom_heavy,co_present,"[186, 1196]",186,1196,154,1253,221,1304,0,1,0,bracket,tree,95,
dialer,5,elder_zoom_heavy,co_present,"[540, 1219]",540,1219,514,1135,566,1253,1,1,1,bracket,tree,92,
dialer,JKL,elder_zoom_heavy,co_present,"[540, 1190]",540,1190,506,1253,574,1304,0,1,0,bracket,tree,92,
dialer,6,elder_zoom_heavy,co_present,"[834, 1115]",834,1115,865,1135,918,1253,0,1,0,bracket,tree,93,
dialer,MNO,elder_zoom_heavy,co_present,"[892, 1194]",892,1194,845,1253,938,1304,0,1,0,bracket,tree,95,
dialer,7,elder_zoom_heavy,co_present,"[187, 1315]",187,1315,163,1354,211,1472,0,1,0,bracket,tree,93,
dialer,PQRS,elder_zoom_heavy,co_present,"[188, 1439]",188,1439,136,1472,239,1523,0,1,0,bracket,tree,95,
dialer,8,elder_zoom_heavy,co_present,"[539, 1315]",539,1315,514,1354,565,1472,0,1,0,bracket,tree,87,
dialer,TUV,elder_zoom_heavy,co_present,"[539, 1400]",539,1400,502,1472,577,1523,0,1,0,bracket,tree,95,
dialer,9,elder_zoom_heavy,co_present,"[839, 1318]",839,1318,865,1354,918,1472,0,1,0,bracket,tree,93,
dialer,WXYZ,elder_zoom_heavy,co_present,"[842, 1405]",842,1405,839,1472,945,1523,0,1,0,bracket,tree,95,
dialer,∗,elder_zoom_heavy,co_present,"[179, 1528]",179,1528,166,1568,209,1696,0,1,0,bracket,tree,93,
dialer,0,elder_zoom_heavy,co_present,"[540, 1522]",540,1522,508,1573,571,1691,0,1,0,bracket,tree,92,
dialer,+,elder_zoom_heavy,co_present,"[539, 1604]",539,1604,528,1691,551,1742,0,1,0,bracket,tree,95,
dialer,#,elder_zoom_heavy,co_present,"[892, 1658]",892,1658,860,1573,924,1691,1,1,1,bracket,tree,93,
dialer,Call,elder_zoom_heavy,co_present,"[565, 1758]",565,1758,396,1800,684,1968,0,1,0,bracket,tree,94,
dialer,Home,elder_zoom_heavy,co_present,"[179, 2161]",179,2161,129,2130,230,2178,1,1,1,bracket,tree,92,
dialer,Keypad,elder_zoom_heavy,co_present,"[540, 2154]",540,2154,475,2130,605,2178,1,1,1,bracket,tree,91,
dialer,Voicemail,elder_zoom_heavy,co_present,"[887, 2147]",887,2147,817,2130,982,2178,1,1,1,bracket,tree,92,
dialer,Phone Number,elder_combo_max,co_present,"[540, 250]",540,250,182,518,898,697,0,1,0,bracket,tree,93,
dialer,1,elder_combo_max,co_present,"[181, 771]",181,771,167,758,209,885,1,1,1,bracket,tree,93,
dialer,2,elder_combo_max,co_present,"[540, 827]",540,827,513,764,566,891,1,1,1,bracket,tree,90,
dialer,ABC,elder_combo_max,co_present,"[529, 864]",529,864,497,891,582,945,0,1,0,bracket,tree,93,
dialer,3,elder_combo_max,co_present,"[891, 855]",891,855,863,764,917,891,1,1,1,bracket,tree,93,
dialer,DEF,elder_combo_max,co_present,"[872, 867]",872,867,851,891,930,945,1,1,1,bracket,tree,95,
dialer,4,elder_combo_max,co_present,"[189, 1092]",189,1092,159,1001,217,1128,1,1,1,bracket,tree,93,
dialer,GHI,elder_combo_max,co_present,"[188, 1089]",188,1089,152,1128,225,1182,0,1,0,bracket,tree,95,
dialer,5,elder_combo_max,co_present,"[540, 1092]",540,1092,511,1001,567,1128,1,1,1,bracket,tree,92,
dialer,JKL,elder_combo_max,co_present,"[539, 1089]",539,1089,503,1128,575,1182,0,1,0,bracket,tree,95,
dialer,6,elder_combo_max,co_present,"[888, 1064]",888,1064,862,1001,919,1128,1,1,1,bracket,tree,93,
dialer,MNO,elder_combo_max,co_present,"[891, 1087]",891,1087,841,1128,940,1182,0,1,0,bracket,tree,95,
dialer,7,elder_combo_max,co_present,"[182, 1302]",182,1302,162,1238,214,1365,1,1,1,bracket,tree,93,
dialer,PQRS,elder_combo_max,co_present,"[189, 1310]",189,1310,133,1365,244,1419,0,1,0,bracket,tree,95,
dialer,8,elder_combo_max,co_present,"[540, 1329]",540,1329,511,1238,566,1365,1,1,1,bracket,tree,87,
dialer,TUV,elder_combo_max,co_present,"[539, 1329]",539,1329,499,1365,579,1419,0,1,0,bracket,tree,95,
dialer,9,elder_combo_max,co_present,"[891, 1329]",891,1329,862,1238,919,1365,1,1,1,bracket,tree,93,
dialer,WXYZ,elder_combo_max,co_present,"[892, 1313]",892,1313,834,1365,947,1419,0,1,0,bracket,tree,95,
dialer,∗,elder_combo_max,co_present,"[183, 1459]",183,1459,165,1470,212,1608,1,1,1,bracket,tree,93,
dialer,0,elder_combo_max,co_present,"[511, 1444]",511,1444,506,1475,573,1602,0,1,0,bracket,tree,92,
dialer,+,elder_combo_max,co_present,"[512, 1537]",512,1537,527,1602,552,1656,0,1,0,bracket,tree,95,
dialer,#,elder_combo_max,co_present,"[891, 1566]",891,1566,856,1475,925,1602,1,1,1,bracket,tree,93,
dialer,Call,elder_combo_max,co_present,"[583, 1706]",583,1706,360,1721,720,1903,0,1,0,bracket,tree,94,
dialer,Home,elder_combo_max,co_present,"[170, 2109]",170,2109,93,2079,266,2157,1,1,1,bracket,tree,92,
dialer,Keypad,elder_combo_max,co_present,"[540, 2128]",540,2128,429,2079,651,2157,1,1,1,bracket,tree,91,
dialer,Voicemail,elder_combo_max,co_present,"[859, 2096]",859,2096,757,2079,1042,2157,1,1,1,bracket,tree,92,
dialer,Phone Number,elder_combo_mid,co_present,"[540, 260]",540,260,168,671,912,836,0,1,0,bracket,tree,93,
dialer,1,elder_combo_mid,co_present,"[176, 894]",176,894,168,892,207,1010,1,1,1,bracket,tree,93,
dialer,2,elder_combo_mid,co_present,"[540, 982]",540,982,514,897,564,1015,1,1,1,bracket,tree,88,
dialer,ABC,elder_combo_mid,co_present,"[540, 967]",540,967,500,1015,579,1066,0,1,0,bracket,tree,93,
dialer,3,elder_combo_mid,co_present,"[892, 982]",892,982,866,897,916,1015,1,1,1,bracket,tree,93,
dialer,DEF,elder_combo_mid,co_present,"[840, 969]",840,969,855,1015,928,1066,0,1,0,bracket,tree,95,
dialer,4,elder_combo_mid,co_present,"[180, 1098]",180,1098,160,1116,214,1234,1,1,1,bracket,tree,93,
dialer,GHI,elder_combo_mid,co_present,"[187, 1176]",187,1176,154,1234,221,1285,0,1,0,bracket,tree,95,
dialer,5,elder_combo_mid,co_present,"[511, 1092]",511,1092,514,1116,566,1234,0,1,0,bracket,tree,92,
dialer,JKL,elder_combo_mid,co_present,"[509, 1177]",509,1177,506,1234,574,1285,0,1,0,bracket,tree,92,
dialer,6,elder_combo_mid,co_present,"[892, 1200]",892,1200,865,1116,918,1234,1,1,1,bracket,tree,93,
dialer,MNO,elder_combo_mid,co_present,"[892, 1179]",892,1179,845,1234,938,1285,0,1,0,bracket,tree,95,
dialer,7,elder_combo_mid,co_present,"[181, 1296]",181,1296,163,1335,211,1453,0,1,0,bracket,tree,93,
dialer,PQRS,elder_combo_mid,co_present,"[188, 1420]",188,1420,136,1453,239,1504,0,1,0,bracket,tree,95,
dialer,8,elder_combo_mid,co_present,"[540, 1300]",540,1300,514,1335,565,1453,0,1,0,bracket,tree,87,
dialer,TUV,elder_combo_mid,co_present,"[540, 1377]",540,1377,502,1453,577,1504,0,1,0,bracket,tree,95,
dialer,9,elder_combo_mid,co_present,"[892, 1419]",892,1419,865,1335,918,1453,1,1,1,bracket,tree,93,
dialer,WXYZ,elder_combo_mid,co_present,"[890, 1381]",890,1381,839,1453,945,1504,0,1,0,bracket,tree,95,
dialer,∗,elder_combo_mid,co_present,"[177, 1508]",177,1508,166,1549,209,1677,0,1,0,bracket,tree,93,
dialer,0,elder_combo_mid,co_present,"[540, 1504]",540,1504,508,1554,571,1672,0,1,0,bracket,tree,92,
dialer,+,elder_combo_mid,co_present,"[510, 1584]",510,1584,528,1672,551,1723,0,1,0,bracket,tree,95,
dialer,#,elder_combo_mid,co_present,"[892, 1639]",892,1639,860,1554,924,1672,1,1,1,bracket,tree,93,
dialer,Call,elder_combo_mid,co_present,"[557, 1744]",557,1744,377,1781,704,1949,0,1,0,bracket,tree,94,
dialer,Home,elder_combo_mid,co_present,"[168, 2148]",168,2148,104,2111,255,2178,1,1,1,bracket,tree,92,
dialer,Keypad,elder_combo_mid,co_present,"[540, 2139]",540,2139,443,2111,637,2178,1,1,1,bracket,tree,91,
dialer,Voicemail,elder_combo_mid,co_present,"[867, 2108]",867,2108,776,2111,1024,2178,1,1,1,bracket,tree,92,
dialer,Phone Number,colorblind_deuteranomaly,co_present,"[540, 126]",540,126,147,900,933,1044,0,1,0,bracket,tree,89,
dialer,1,colorblind_deuteranomaly,co_present,"[176, 1057]",176,1057,169,1093,203,1197,0,1,0,bracket,tree,92,
dialer,2,colorblind_deuteranomaly,co_present,"[540, 1149]",540,1149,518,1097,561,1201,1,1,1,bracket,tree,91,
dialer,ABC,colorblind_deuteranomaly,co_present,"[540, 1128]",540,1128,505,1201,574,1245,0,1,0,bracket,tree,92,
dialer,3,colorblind_deuteranomaly,co_present,"[893, 1171]",893,1171,870,1097,914,1201,1,1,1,bracket,tree,92,
dialer,DEF,colorblind_deuteranomaly,co_present,"[893, 1128]",893,1128,861,1201,924,1245,0,1,0,bracket,tree,93,
dialer,4,colorblind_deuteranomaly,co_present,"[187, 1363]",187,1363,163,1288,210,1392,1,1,1,bracket,tree,92,
dialer,GHI,colorblind_deuteranomaly,co_present,"[186, 1308]",186,1308,157,1392,216,1436,0,1,0,bracket,tree,93,
dialer,5,colorblind_deuteranomaly,co_present,"[540, 1363]",540,1363,516,1288,562,1392,1,1,1,bracket,tree,91,
dialer,JKL,colorblind_deuteranomaly,co_present,"[540, 1304]",540,1304,510,1392,569,1436,0,1,0,bracket,tree,89,
dialer,6,colorblind_deuteranomaly,co_present,"[823, 1241]",823,1241,869,1288,915,1392,0,1,0,bracket,tree,92,
dialer,MNO,colorblind_deuteranomaly,co_present,"[869, 1309]",869,1309,852,1392,933,1436,0,1,0,bracket,tree,93,
dialer,7,colorblind_deuteranomaly,co_present,"[176, 1414]",176,1414,166,1480,208,1584,0,1,0,bracket,tree,92,
dialer,PQRS,colorblind_deuteranomaly,co_present,"[187, 1486]",187,1486,142,1584,232,1628,0,1,0,bracket,tree,93,
dialer,8,colorblind_deuteranomaly,co_present,"[505, 1420]",505,1420,517,1480,562,1584,0,1,0,bracket,tree,83,
dialer,TUV,colorblind_deuteranomaly,co_present,"[500, 1495]",500,1495,507,1584,573,1628,0,1,0,bracket,tree,92,
