screen,target_text,profile,status,raw_response,x_pred,y_pred,x_min,y_min,x_max,y_max,score,trials,trial_scores,parse_method,prompt_mode,tree_rows_sent,coord_space
clock,Stopwatch,elder_zoom_heavy,co_present,"[755, 2091]",755,2091,666,2130,845,2170,0,1,0,bracket,tree,59,
clock,Bedtime,elder_zoom_heavy,co_present,"[972, 2148]",972,2148,901,2130,1043,2170,1,1,1,bracket,tree,59,
clock,Mon-Fri,elder_combo_max,co_present,"[265, 327]",265,327,117,273,419,386,1,1,1,bracket,tree,62,
clock,8:30 AM,elder_combo_max,co_present,"[305, 511]",305,511,117,412,495,609,1,1,1,bracket,tree,62,
clock,Sun Sat,elder_combo_max,co_present,"[258, 800]",258,800,117,746,403,859,1,1,1,bracket,tree,62,
clock,9:00 AM,elder_combo_max,co_present,"[274, 982]",274,982,117,885,513,1082,1,1,1,bracket,tree,62,
clock,World Clock,elder_combo_max,co_present,"[324, 2119]",324,2119,216,2106,432,2151,1,1,1,bracket,tree,59,
clock,Timers,elder_combo_max,co_present,"[540, 2076]",540,2076,476,2106,604,2151,0,1,0,bracket,tree,58,
clock,Stopwatch,elder_combo_max,co_present,"[755, 2121]",755,2121,654,2106,857,2151,1,1,1,bracket,tree,59,
clock,Bedtime,elder_combo_max,co_present,"[972, 2135]",972,2135,892,2106,1052,2151,1,1,1,bracket,tree,59,
clock,Mon-Fri,elder_combo_mid,co_present,"[242, 300]",242,300,108,252,378,352,1,1,1,bracket,tree,62,
clock,8:30 AM,elder_combo_mid,co_present,"[265, 465]",265,465,108,376,448,553,1,1,1,bracket,tree,62,
clock,Sun Sat,elder_combo_mid,co_present,"[235, 726]",235,726,108,679,363,779,1,1,1,bracket,tree,62,
clock,9:00 AM,elder_combo_mid,co_present,"[248, 892]",248,892,108,803,466,980,1,1,1,bracket,tree,62,
clock,World Clock,elder_combo_mid,co_present,"[324, 2075]",324,2075,216,2130,432,2174,0,1,0,bracket,tree,59,
clock,Timers,elder_combo_mid,co_present,"[540, 2080]",540,2080,477,2130,603,2174,0,1,0,bracket,tree,58,
clock,Stopwatch,elder_combo_mid,co_present,"[756, 2152]",756,2152,658,2130,854,2174,1,1,1,bracket,tree,59,
clock,Bedtime,elder_combo_mid,co_present,"[972, 2155]",972,2155,894,2130,1049,2174,1,1,1,bracket,tree,59,
clock,Mon-Fri,colorblind_deuteranomaly,co_present,"[180, 251]",180,251,95,221,266,283,1,1,1,bracket,tree,62,
clock,8:30 AM,colorblind_deuteranomaly,co_present,"[207, 380]",207,380,95,304,393,459,1,1,1,bracket,tree,62,
clock,Sun Sat,colorblind_deuteranomaly,co_present,"[175, 600]",175,600,95,570,256,632,1,1,1,bracket,tree,62,
clock,9:00 AM,colorblind_deuteranomaly,co_present,"[216, 730]",216,730,95,653,408,808,1,1,1,bracket,tree,62,
clock,World Clock,colorblind_deuteranomaly,co_present,"[324, 2185]",324,2185,221,2162,426,2202,1,1,1,bracket,tree,59,
clock,Timers,colorblind_deuteranomaly,co_present,"[540, 2180]",540,2180,482,2162,596,2202,1,1,1,bracket,tree,57,
clock,Stopwatch,colorblind_deuteranomaly,co_present,"[755, 2191]",755,2191,666,2162,845,2202,1,1,1,bracket,tree,59,
clock,Bedtime,colorblind_deuteranomaly,co_present,"[971, 2184]",971,2184,900,2162,1042,2202,1,1,1,bracket,tree,59,
contacts,All contacts,baseline,co_present,"[241, 252]",241,252,142,226,342,279,1,1,1,bracket,tree,66,
contacts,Your info,baseline,co_present,"[282, 410]",282,410,221,389,346,431,1,1,1,bracket,tree,68,
contacts,No contacts yet,baseline,co_present,"[540, 1490]",540,1490,317,1446,763,1530,1,1,1,bracket,tree,68,
contacts,Contacts,baseline,co_present,"[181, 2172]",181,2172,110,2161,248,2203,1,1,1,bracket,tree,65,
contacts,Highlights,baseline,co_present,"[540, 2180]",540,2180,463,2161,616,2203,1,1,1,bracket,tree,63,
contacts,Organize,baseline,co_present,"[900, 2181]",900,2181,831,2161,968,2203,1,1,1,bracket,tree,65,
contacts,All contacts,elder_text_heavy,co_present,"[288, 251]",288,251,142,214,436,291,1,1,1,bracket,tree,66,
contacts,Your info,elder_text_heavy,co_present,"[310, 418]",310,418,221,389,400,448,1,1,1,bracket,tree,68,
contacts,No contacts yet,elder_text_heavy,co_present,"[540, 1503]",540,1503,289,1453,792,1549,1,1,1,bracket,tree,68,
contacts,Contacts,elder_text_heavy,co_present,"[180, 2160]",180,2160,84,2147,275,2203,1,1,1,bracket,tree,65,
contacts,Highlights,elder_text_heavy,co_present,"[540, 2178]",540,2178,434,2147,646,2203,1,1,1,bracket,tree,63,
contacts,Organize,elder_text_heavy,co_present,"[900, 2181]",900,2181,805,2147,994,2203,1,1,1,bracket,tree,65,
contacts,All contacts,elder_zoom_heavy,co_present,"[278, 288]",278,288,162,258,394,318,1,1,1,bracket,tree,66,
contacts,Your info,elder_zoom_heavy,co_present,"[327, 468]",327,468,252,444,396,492,1,1,1,bracket,tree,68,
contacts,No contacts yet,elder_zoom_heavy,co_present,"[540, 1530]",540,1530,284,1482,796,1578,1,1,1,bracket,tree,68,
contacts,Contacts,elder_zoom_heavy,co_present,"[180, 2140]",180,2140,101,2130,258,2178,1,1,1,bracket,tree,65,
contacts,Highlights,elder_zoom_heavy,co_present,"[540, 2155]",540,2155,452,2130,627,2178,1,1,1,bracket,tree,64,
contacts,Organize,elder_zoom_heavy,co_present,"[900, 2150]",900,2150,822,2130,977,2178,1,1,1,bracket,tree,65,
contacts,All contacts,elder_combo_max,co_present,"[377, 311]",377,311,176,260,584,366,1,1,1,bracket,tree,66,
contacts,Your info,elder_combo_max,co_present,"[396, 524]",396,524,273,483,523,567,1,1,1,bracket,tree,68,
contacts,No contacts yet,elder_combo_max,co_present,"[539, 1578]",539,1578,199,1516,881,1645,1,1,1,bracket,tree,68,
contacts,Contacts,elder_combo_max,co_present,"[180, 2114]",180,2114,46,2079,314,2157,1,1,1,bracket,tree,65,
contacts,Highlights,elder_combo_max,co_present,"[540, 2115]",540,2115,390,2079,690,2157,1,1,1,bracket,tree,64,
contacts,Organize,elder_combo_max,co_present,"[900, 2128]",900,2128,766,2079,1033,2157,1,1,1,bracket,tree,65,
contacts,All contacts,elder_combo_mid,co_present,"[350, 286]",350,286,162,241,527,336,1,1,1,bracket,tree,66,
contacts,Your info,elder_combo_mid,co_present,"[362, 476]",362,476,252,444,470,516,1,1,1,bracket,tree,68,
contacts,No contacts yet,elder_combo_mid,co_present,"[540, 1548]",540,1548,242,1493,839,1605,1,1,1,bracket,tree,68,
contacts,Contacts,elder_combo_mid,co_present,"[180, 2150]",180,2150,63,2111,297,2178,1,1,1,bracket,tree,65,
contacts,Highlights,elder_combo_mid,co_present,"[540, 2143]",540,2143,409,2111,671,2178,1,1,1,bracket,tree,64,
contacts,Organize,elder_combo_mid,co_present,"[900, 2148]",900,2148,784,2111,1016,2178,1,1,1,bracket,tree,65,
contacts,All contacts,colorblind_deuteranomaly,co_present,"[242, 253]",242,253,142,226,342,279,1,1,1,bracket,tree,66,
contacts,Your info,colorblind_deuteranomaly,co_present,"[281, 409]",281,409,221,389,346,431,1,1,1,bracket,tree,68,
contacts,No contacts yet,colorblind_deuteranomaly,co_present,"[540, 1488]",540,1488,317,1446,763,1530,1,1,1,bracket,tree,68,
contacts,Contacts,colorblind_deuteranomaly,co_present,"[181, 2185]",181,2185,110,2161,248,2203,1,1,1,bracket,tree,65,
contacts,Highlights,colorblind_deuteranomaly,co_present,"[540, 2180]",540,2180,463,2161,616,2203,1,1,1,bracket,tree,63,
contacts,Organize,colorblind_deuteranomaly,co_present,"[900, 2180]",900,2180,831,2161,968,2203,1,1,1,bracket,tree,65,
dialer,Phone Number,baseline,co_present,"[540, 820]",540,820,147,900,933,1044,0,1,0,bracket,tree,89,
dialer,1,baseline,co_present,"[187, 1170]",187,1170,169,1093,203,1197,1,1,1,bracket,tree,92,
dialer,2,baseline,co_present,"[540, 1137]",540,1137,518,1097,561,1201,1,1,1,bracket,tree,91,
dialer,ABC,baseline,co_present,"[540, 1223]",540,1223,505,1201,574,1245,1,1,1,bracket,tree,92,
dialer,3,baseline,co_present,"[893, 1171]",893,1171,870,1097,914,1201,1,1,1,bracket,tree,92,
dialer,DEF,baseline,co_present,"[893, 1222]",893,1222,861,1201,924,1245,1,1,1,bracket,tree,93,
dialer,4,baseline,co_present,"[187, 1363]",187,1363,163,1288,210,1392,1,1,1,bracket,tree,92,
dialer,GHI,baseline,co_present,"[187, 1412]",187,1412,157,1392,216,1436,1,1,1,bracket,tree,93,
dialer,5,baseline,co_present,"[540, 1363]",540,1363,516,1288,562,1392,1,1,1,bracket,tree,91,
dialer,JKL,baseline,co_present,"[540, 1414]",540,1414,510,1392,569,1436,1,1,1,bracket,tree,89,
dialer,6,baseline,co_present,"[893, 1364]",893,1364,869,1288,915,1392,1,1,1,bracket,tree,92,
dialer,MNO,baseline,co_present,"[892, 1412]",892,1412,852,1392,933,1436,1,1,1,bracket,tree,93,
dialer,7,baseline,co_present,"[187, 1553]",187,1553,166,1480,208,1584,1,1,1,bracket,tree,92,
dialer,PQRS,baseline,co_present,"[187, 1606]",187,1606,142,1584,232,1628,1,1,1,bracket,tree,93,
dialer,8,baseline,co_present,"[540, 1555]",540,1555,517,1480,562,1584,1,1,1,bracket,tree,83,
dialer,TUV,baseline,co_present,"[539, 1605]",539,1605,507,1584,573,1628,1,1,1,bracket,tree,92,
dialer,9,baseline,co_present,"[893, 1555]",893,1555,869,1480,915,1584,1,1,1,bracket,tree,92,
dialer,WXYZ,baseline,co_present,"[893, 1605]",893,1605,846,1584,939,1628,1,1,1,bracket,tree,93,
dialer,∗,baseline,co_present,"[187, 1746]",187,1746,168,1668,206,1780,1,1,1,bracket,tree,93,
dialer,0,baseline,co_present,"[540, 1725]",540,1725,512,1672,567,1776,1,1,1,bracket,tree,91,
dialer,+,baseline,co_present,"[539, 1802]",539,1802,529,1776,549,1820,1,1,1,bracket,tree,92,
dialer,#,baseline,co_present,"[893, 1746]",893,1746,865,1672,921,1776,1,1,1,bracket,tree,93,
dialer,Call,baseline,co_present,"[540, 1945]",540,1945,414,1871,666,2018,1,1,1,bracket,tree,94,
dialer,Home,baseline,co_present,"[180, 2187]",180,2187,135,2161,224,2203,1,1,1,bracket,tree,92,
dialer,Keypad,baseline,co_present,"[540, 2180]",540,2180,481,2161,597,2203,1,1,1,bracket,tree,90,
dialer,Voicemail,baseline,co_present,"[900, 2188]",900,2188,826,2161,972,2203,1,1,1,bracket,tree,92,
dialer,Phone Number,elder_text_heavy,co_present,"[540, 456]",540,456,147,886,933,1030,0,1,0,bracket,tree,89,
dialer,1,elder_text_heavy,co_present,"[187, 1154]",187,1154,169,1079,203,1183,1,1,1,bracket,tree,92,
dialer,2,elder_text_heavy,co_present,"[540, 1156]",540,1156,518,1083,561,1187,1,1,1,bracket,tree,91,
dialer,ABC,elder_text_heavy,co_present,"[540, 1208]",540,1208,505,1187,574,1231,1,1,1,bracket,tree,92,
dialer,3,elder_text_heavy,co_present,"[893, 1157]",893,1157,870,1083,914,1187,1,1,1,bracket,tree,92,
dialer,DEF,elder_text_heavy,co_present,"[891, 1208]",891,1208,861,1187,924,1231,1,1,1,bracket,tree,93,
dialer,4,elder_text_heavy,co_present,"[187, 1348]",187,1348,163,1274,210,1378,1,1,1,bracket,tree,92,
dialer,GHI,elder_text_heavy,co_present,"[186, 1400]",186,1400,157,1378,216,1422,1,1,1,bracket,tree,93,
dialer,5,elder_text_heavy,co_present,"[540, 1348]",540,1348,516,1274,562,1378,1,1,1,bracket,tree,91,
dialer,JKL,elder_text_heavy,co_present,"[539, 1400]",539,1400,510,1378,569,1422,1,1,1,bracket,tree,89,
dialer,6,elder_text_heavy,co_present,"[893, 1347]",893,1347,869,1274,915,1378,1,1,1,bracket,tree,92,
dialer,MNO,elder_text_heavy,co_present,"[892, 1400]",892,1400,852,1378,933,1422,1,1,1,bracket,tree,93,
dialer,7,elder_text_heavy,co_present,"[187, 1540]",187,1540,166,1466,208,1570,1,1,1,bracket,tree,92,
dialer,PQRS,elder_text_heavy,co_present,"[187, 1594]",187,1594,142,1570,232,1614,1,1,1,bracket,tree,93,
dialer,8,elder_text_heavy,co_present,"[540, 1540]",540,1540,517,1466,562,1570,1,1,1,bracket,tree,83,
dialer,TUV,elder_text_heavy,co_present,"[540, 1591]",540,1591,507,1570,573,1614,1,1,1,bracket,tree,92,
dialer,9,elder_text_heavy,co_present,"[893, 1535]",893,1535,869,1466,915,1570,1,1,1,bracket,tree,92,
dialer,WXYZ,elder_text_heavy,co_present,"[892, 1592]",892,1592,846,1570,939,1614,1,1,1,bracket,tree,93,
dialer,∗,elder_text_heavy,co_present,"[187, 1733]",187,1733,168,1654,206,1766,1,1,1,bracket,tree,93,
dialer,0,elder_text_heavy,co_present,"[540, 1733]",540,1733,512,1658,567,1762,1,1,1,bracket,tree,91,
dialer,+,elder_text_heavy,co_present,"[540, 1787]",540,1787,529,1762,549,1806,1,1,1,bracket,tree,92,
dialer,#,elder_text_heavy,co_present,"[895, 1733]",895,1733,865,1658,921,1762,1,1,1,bracket,tree,93,
dialer,Call,elder_text_heavy,co_present,"[541, 1932]",541,1932,400,1857,681,2004,1,1,1,bracket,tree,94,
dialer,Home,elder_text_heavy,co_present,"[180, 2165]",180,2165,118,2147,241,2203,1,1,1,bracket,tree,92,
dialer,Keypad,elder_text_heavy,co_present,"[540, 2174]",540,2174,461,2147,618,2203,1,1,1,bracket,tree,90,
dialer,Voicemail,elder_text_heavy,co_present,"[900, 2175]",900,2175,800,2147,1000,2203,1,1,1,bracket,tree,92,
dialer,Phone Number,elder_zoom_heavy,co_present,"[540, 360]",540,360,168,690,912,855,0,1,0,bracket,tree,93,
dialer,1,elder_zoom_heavy,co_present,"[188, 1001]",188,1001,168,911,207,1029,1,1,1,bracket,tree,93,
dialer,2,elder_zoom_heavy,co_present,"[540, 1000]",540,1000,514,916,564,1034,1,1,1,bracket,tree,88,
dialer,ABC,elder_zoom_heavy,co_present,"[540, 1058]",540,1058,500,1034,579,1085,1,1,1,bracket,tree,95,
dialer,3,elder_zoom_heavy,co_present,"[892, 1000]",892,1000,866,916,916,1034,1,1,1,bracket,tree,93,
dialer,DEF,elder_zoom_heavy,co_present,"[892, 1058]",892,1058,855,1034,928,1085,1,1,1,bracket,tree,95,
dialer,4,elder_zoom_heavy,co_present,"[188, 1219]",188,1219,160,1135,214,1253,1,1,1,bracket,tree,93,
dialer,GHI,elder_zoom_heavy,co_present,"[188, 1278]",188,1278,154,1253,221,1304,1,1,1,bracket,tree,95,
dialer,5,elder_zoom_heavy,co_present,"[540, 1220]",540,1220,514,1135,566,1253,1,1,1,bracket,tree,92,
dialer,JKL,elder_zoom_heavy,co_present,"[540, 1277]",540,1277,506,1253,574,1304,1,1,1,bracket,tree,92,
dialer,6,elder_zoom_heavy,co_present,"[892, 1219]",892,1219,865,1135,918,1253,1,1,1,bracket,tree,93,
dialer,MNO,elder_zoom_heavy,co_present,"[891, 1278]",891,1278,845,1253,938,1304,1,1,1,bracket,tree,95,
dialer,7,elder_zoom_heavy,co_present,"[188, 1438]",188,1438,163,1354,211,1472,1,1,1,bracket,tree,93,
dialer,PQRS,elder_zoom_heavy,co_present,"[188, 1497]",188,1497,136,1472,239,1523,1,1,1,bracket,tree,95,
dialer,8,elder_zoom_heavy,co_present,"[540, 1438]",540,1438,514,1354,565,1472,1,1,1,bracket,tree,87,
dialer,TUV,elder_zoom_heavy,co_present,"[540, 1497]",540,1497,502,1472,577,1523,1,1,1,bracket,tree,95,
dialer,9,elder_zoom_heavy,co_present,"[892, 1439]",892,1439,865,1354,918,1472,1,1,1,bracket,tree,93,
dialer,WXYZ,elder_zoom_heavy,co_present,"[892, 1496]",892,1496,839,1472,945,1523,1,1,1,bracket,tree,95,
dialer,∗,elder_zoom_heavy,co_present,"[188, 1657]",188,1657,166,1568,209,1696,1,1,1,bracket,tree,93,
dialer,0,elder_zoom_heavy,co_present,"[540, 1658]",540,1658,508,1573,571,1691,1,1,1,bracket,tree,92,
dialer,+,elder_zoom_heavy,co_present,"[540, 1720]",540,1720,528,1691,551,1742,1,1,1,bracket,tree,95,
dialer,#,elder_zoom_heavy,co_present,"[900, 1658]",900,1658,860,1573,924,1691,1,1,1,bracket,tree,93,
dialer,Call,elder_zoom_heavy,co_present,"[540, 1885]",540,1885,396,1800,684,1968,1,1,1,bracket,tree,94,
dialer,Home,elder_zoom_heavy,co_present,"[180, 2160]",180,2160,129,2130,230,2178,1,1,1,bracket,tree,92,
dialer,Keypad,elder_zoom_heavy,co_present,"[540, 2164]",540,2164,475,2130,605,2178,1,1,1,bracket,tree,91,
dialer,Voicemail,elder_zoom_heavy,co_present,"[900, 2156]",900,2156,817,2130,982,2178,1,1,1,bracket,tree,92,
dialer,Phone Number,elder_combo_max,co_present,"[540, 270]",540,270,182,518,898,697,0,1,0,bracket,tree,93,
dialer,1,elder_combo_max,co_present,"[188, 820]",188,820,167,758,209,885,1,1,1,bracket,tree,93,
dialer,2,elder_combo_max,co_present,"[540, 819]",540,819,513,764,566,891,1,1,1,bracket,tree,90,
dialer,ABC,elder_combo_max,co_present,"[540, 917]",540,917,497,891,582,945,1,1,1,bracket,tree,93,
dialer,3,elder_combo_max,co_present,"[891, 822]",891,822,863,764,917,891,1,1,1,bracket,tree,93,
dialer,DEF,elder_combo_max,co_present,"[890, 917]",890,917,851,891,930,945,1,1,1,bracket,tree,95,
dialer,4,elder_combo_max,co_present,"[189, 1061]",189,1061,159,1001,217,1128,1,1,1,bracket,tree,93,
dialer,GHI,elder_combo_max,co_present,"[188, 1154]",188,1154,152,1128,225,1182,1,1,1,bracket,tree,95,
dialer,5,elder_combo_max,co_present,"[540, 1092]",540,1092,511,1001,567,1128,1,1,1,bracket,tree,92,
dialer,JKL,elder_combo_max,co_present,"[540, 1154]",540,1154,503,1128,575,1182,1,1,1,bracket,tree,95,
dialer,6,elder_combo_max,co_present,"[890, 1092]",890,1092,862,1001,919,1128,1,1,1,bracket,tree,93,
dialer,MNO,elder_combo_max,co_present,"[889, 1155]",889,1155,841,1128,940,1182,1,1,1,bracket,tree,95,
dialer,7,elder_combo_max,co_present,"[188, 1295]",188,1295,162,1238,214,1365,1,1,1,bracket,tree,93,
dialer,PQRS,elder_combo_max,co_present,"[188, 1392]",188,1392,133,1365,244,1419,1,1,1,bracket,tree,95,
dialer,8,elder_combo_max,co_present,"[540, 1328]",540,1328,511,1238,566,1365,1,1,1,bracket,tree,87,
dialer,TUV,elder_combo_max,co_present,"[540, 1390]",540,1390,499,1365,579,1419,1,1,1,bracket,tree,95,
dialer,9,elder_combo_max,co_present,"[891, 1303]",891,1303,862,1238,919,1365,1,1,1,bracket,tree,93,
dialer,WXYZ,elder_combo_max,co_present,"[890, 1393]",890,1393,834,1365,947,1419,1,1,1,bracket,tree,95,
dialer,∗,elder_combo_max,co_present,"[188, 1567]",188,1567,165,1470,212,1608,1,1,1,bracket,tree,93,
dialer,0,elder_combo_max,co_present,"[540, 1535]",540,1535,506,1475,573,1602,1,1,1,bracket,tree,92,
dialer,+,elder_combo_max,co_present,"[540, 1632]",540,1632,527,1602,552,1656,1,1,1,bracket,tree,95,
dialer,#,elder_combo_max,co_present,"[901, 1540]",901,1540,856,1475,925,1602,1,1,1,bracket,tree,93,
dialer,Call,elder_combo_max,co_present,"[540, 1812]",540,1812,360,1721,720,1903,1,1,1,bracket,tree,94,
dialer,Home,elder_combo_max,co_present,"[180, 2127]",180,2127,93,2079,266,2157,1,1,1,bracket,tree,92,
dialer,Keypad,elder_combo_max,co_present,"[540, 2125]",540,2125,429,2079,651,2157,1,1,1,bracket,tree,91,
dialer,Voicemail,elder_combo_max,co_present,"[899, 2123]",899,2123,757,2079,1042,2157,1,1,1,bracket,tree,92,
dialer,Phone Number,elder_combo_mid,co_present,"[540, 350]",540,350,168,671,912,836,0,1,0,bracket,tree,93,
dialer,1,elder_combo_mid,co_present,"[188, 951]",188,951,168,892,207,1010,1,1,1,bracket,tree,93,
dialer,2,elder_combo_mid,co_present,"[540, 983]",540,983,514,897,564,1015,1,1,1,bracket,tree,88,
dialer,ABC,elder_combo_mid,co_present,"[540, 1040]",540,1040,500,1015,579,1066,1,1,1,bracket,tree,93,
dialer,3,elder_combo_mid,co_present,"[890, 953]",890,953,866,897,916,1015,1,1,1,bracket,tree,93,
dialer,DEF,elder_combo_mid,co_present,"[890, 1040]",890,1040,855,1015,928,1066,1,1,1,bracket,tree,95,
dialer,4,elder_combo_mid,co_present,"[188, 1201]",188,1201,160,1116,214,1234,1,1,1,bracket,tree,93,
dialer,GHI,elder_combo_mid,co_present,"[188, 1258]",188,1258,154,1234,221,1285,1,1,1,bracket,tree,95,
dialer,5,elder_combo_mid,co_present,"[540, 1201]",540,1201,514,1116,566,1234,1,1,1,bracket,tree,92,
dialer,JKL,elder_combo_mid,co_present,"[540, 1259]",540,1259,506,1234,574,1285,1,1,1,bracket,tree,92,
dialer,6,elder_combo_mid,co_present,"[892, 1201]",892,1201,865,1116,918,1234,1,1,1,bracket,tree,93,
dialer,MNO,elder_combo_mid,co_present,"[892, 1260]",892,1260,845,1234,938,1285,1,1,1,bracket,tree,95,
dialer,7,elder_combo_mid,co_present,"[188, 1422]",188,1422,163,1335,211,1453,1,1,1,bracket,tree,93,
dialer,PQRS,elder_combo_mid,co_present,"[188, 1479]",188,1479,136,1453,239,1504,1,1,1,bracket,tree,95,
dialer,8,elder_combo_mid,co_present,"[540, 1420]",540,1420,514,1335,565,1453,1,1,1,bracket,tree,87,
dialer,TUV,elder_combo_mid,co_present,"[540, 1477]",540,1477,502,1453,577,1504,1,1,1,bracket,tree,95,
dialer,9,elder_combo_mid,co_present,"[892, 1420]",892,1420,865,1335,918,1453,1,1,1,bracket,tree,93,
dialer,WXYZ,elder_combo_mid,co_present,"[892, 1478]",892,1478,839,1453,945,1504,1,1,1,bracket,tree,95,
dialer,∗,elder_combo_mid,co_present,"[188, 1638]",188,1638,166,1549,209,1677,1,1,1,bracket,tree,93,
dialer,0,elder_combo_mid,co_present,"[540, 1610]",540,1610,508,1554,571,1672,1,1,1,bracket,tree,92,
dialer,+,elder_combo_mid,co_present,"[540, 1700]",540,1700,528,1672,551,1723,1,1,1,bracket,tree,95,
dialer,#,elder_combo_mid,co_present,"[892, 1638]",892,1638,860,1554,924,1672,1,1,1,bracket,tree,93,
dialer,Call,elder_combo_mid,co_present,"[540, 1865]",540,1865,377,1781,704,1949,1,1,1,bracket,tree,94,
dialer,Home,elder_combo_mid,co_present,"[180, 2143]",180,2143,104,2111,255,2178,1,1,1,bracket,tree,92,
dialer,Keypad,elder_combo_mid,co_present,"[540, 2145]",540,2145,443,2111,637,2178,1,1,1,bracket,tree,91,
dialer,Voicemail,elder_combo_mid,co_present,"[900, 2148]",900,2148,776,2111,1024,2178,1,1,1,bracket,tree,92,
dialer,Phone Number,colorblind_deuteranomaly,co_present,"[540, 463]",540,463,147,900,933,1044,0,1,0,bracket,tree,89,
dialer,1,colorblind_deuteranomaly,co_present,"[187, 1171]",187,1171,169,1093,203,1197,1,1,1,bracket,tree,92,
dialer,2,colorblind_deuteranomaly,co_present,"[540, 1171]",540,1171,518,1097,561,1201,1,1,1,bracket,tree,91,
dialer,ABC,colorblind_deuteranomaly,co_present,"[540, 1222]",540,1222,505,1201,574,1245,1,1,1,bracket,tree,92,
dialer,3,colorblind_deuteranomaly,co_present,"[893, 1169]",893,1169,870,1097,914,1201,1,1,1,bracket,tree,92,
dialer,DEF,colorblind_deuteranomaly,co_present,"[893, 1222]",893,1222,861,1201,924,1245,1,1,1,bracket,tree,93,
dialer,4,colorblind_deuteranomaly,co_present,"[187, 1363]",187,1363,163,1288,210,1392,1,1,1,bracket,tree,92,
dialer,GHI,colorblind_deuteranomaly,co_present,"[187, 1416]",187,1416,157,1392,216,1436,1,1,1,bracket,tree,93,
dialer,5,colorblind_deuteranomaly,co_present,"[540, 1363]",540,1363,516,1288,562,1392,1,1,1,bracket,tree,91,
dialer,JKL,colorblind_deuteranomaly,co_present,"[539, 1414]",539,1414,510,1392,569,1436,1,1,1,bracket,tree,89,
dialer,6,colorblind_deuteranomaly,co_present,"[894, 1363]",894,1363,869,1288,915,1392,1,1,1,bracket,tree,92,
dialer,MNO,colorblind_deuteranomaly,co_present,"[893, 1413]",893,1413,852,1392,933,1436,1,1,1,bracket,tree,93,
dialer,7,colorblind_deuteranomaly,co_present,"[187, 1553]",187,1553,166,1480,208,1584,1,1,1,bracket,tree,92,
dialer,PQRS,colorblind_deuteranomaly,co_present,"[187, 1606]",187,1606,142,1584,232,1628,1,1,1,bracket,tree,93,
dialer,8,colorblind_deuteranomaly,co_present,"[540, 1554]",540,1554,517,1480,562,1584,1,1,1,bracket,tree,83,
dialer,TUV,colorblind_deuteranomaly,co_present,"[540, 1606]",540,1606,507,1584,573,1628,1,1,1,bracket,tree,92,
